name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
Bina's Fresh Batch Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=35349,mumbai,Bandra West,"Desserts, Ice Cream",4.5,574,1,0,₹1000 for two
"Faasos - Wraps, Rolls & Shawarma",https://www.swiggy.com/dapi/menu/pl?restaurantId=338324,mumbai,Patkar Blocks,"Kebabs, Fast Food, Snacks, American, Healthy Food, Desserts, Beverages",4.3,3.4K+,1,0,₹200 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=170435,mumbai,Bandra West,"Burgers, American, Fast Food, Beverages",4.6,10K+,1,0,₹600 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=819551,mumbai,Bandra,"Pizzas, Italian, Desserts",4.6,424,1,0,₹300 for two
Gourmet Ice Cream Cakes by Baskin Robbins,https://www.swiggy.com/dapi/menu/pl?restaurantId=375589,mumbai,Mahim Dadar,"Ice Cream Cakes, Desserts, Ice Cream, Bakery",4.8,65,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=643144,mumbai,Mahim West,Pizzas,4.2,1.9K+,1,0,₹350 for two
Cremure,https://www.swiggy.com/dapi/menu/pl?restaurantId=816077,mumbai,Bandra West,"Bakery, Desserts, Waffle, Beverages",4.6,3.5K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23756,mumbai,"Kadamba Kudpi House,V.P Road","Burgers, Beverages, Cafe, Desserts",4.5,49K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=656188,mumbai,Bandra west,"Burgers, American",4.1,4.9K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24525,mumbai,Khar West,"Pizzas, Italian, Pastas, Desserts",4.2,17K+,1,0,₹400 for two
Guru Kripa Pani Puri Bandra,https://www.swiggy.com/dapi/menu/pl?restaurantId=436640,mumbai,Bandra West,"Snacks, Indian, Sweets, Chaat",4.5,8.4K+,1,0,₹100 for two
Mer Konfekt,https://www.swiggy.com/dapi/menu/pl?restaurantId=650940,mumbai,Bandra West,Bakery,4.8,817,1,0,₹300 for two
Breadsmith by Food Square,https://www.swiggy.com/dapi/menu/pl?restaurantId=793516,mumbai,Bandra West,"Bakery, Mexican, Desserts, Coffee, Juices",4.6,451,1,0,₹600 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=39676,mumbai,Powai,Pastas,4.2,18K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=668678,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.5,6.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=7012,mumbai,Powai,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Bina's Fresh Batch Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=794904,mumbai,Powai,"Ice Cream, Desserts",4.6,202,1,0,₹800 for two
Joshh - Indian Street Eats,https://www.swiggy.com/dapi/menu/pl?restaurantId=462162,mumbai,Powai,"Indian, North Indian, South Indian, Thalis, Ice Cream, Snacks, Street Food, Chaat, Desserts",4.4,6.1K+,1,0,₹200 for two
Jimis Burger,https://www.swiggy.com/dapi/menu/pl?restaurantId=730411,mumbai,Powai,"Burgers, Fast Food, Beverages",4.6,3.0K+,1,0,₹600 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=621758,mumbai,Powai,"Sweets, Desserts, Snacks",4.6,1.1K+,1,0,₹700 for two
1441 Pizzeria,https://www.swiggy.com/dapi/menu/pl?restaurantId=399206,mumbai,Powai,"Italian, Pizzas, Pastas",4.4,3.7K+,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=693079,mumbai,Powai,Desserts,4.6,5.2K+,1,0,₹400 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578577,mumbai,IIT main gate Powai,"Bakery, Desserts, Beverages, Snacks",4.6,3.3K+,1,0,₹299 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=254571,mumbai,Chandivali,"Momos, Chinese, fastfood, Asian, Beverages",4.2,4.8K+,1,0,₹300 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=382234,mumbai,Powai,"Burgers, American, Fast Food, Beverages",4.5,4.4K+,1,0,₹600 for two
Thambbi,https://www.swiggy.com/dapi/menu/pl?restaurantId=11224,mumbai,Powai,"South Indian, Punjabi, Snacks, Thalis",4.6,28K+,1,0,₹400 for two
GLOBO Ice Creams Of The World,https://www.swiggy.com/dapi/menu/pl?restaurantId=681223,mumbai,Powai,"Ice Cream, Desserts, Bakery",3,23,1,0,₹150 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=31860,mumbai,Powai,"sandwich, Salads, wrap, Healthy Food",4.5,31K+,1,0,₹350 for two
Suchali's Artisan Bakehouse,https://www.swiggy.com/dapi/menu/pl?restaurantId=679169,mumbai,Powai,"Bakery, Desserts, Beverages",4.7,836,1,0,₹600 for two
Sweet County Cake Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=564691,mumbai,Powai,"Desserts, Bakery, Snacks",4.6,1.2K+,1,0,₹500 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=323509,mumbai,Powai,"Chinese, Asian, Tibetan, Desserts",4.3,8.5K+,1,0,₹300 for two
McDonald's Gourmet Burger Collection,https://www.swiggy.com/dapi/menu/pl?restaurantId=668680,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.8,101,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=812556,mumbai,Powai,"Bakery, Desserts",4.6,781,1,0,₹300 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=39676,mumbai,Powai,Pastas,4.2,18K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=1068306,mumbai,GODREJ URBAN PARK,"Pizzas, Italian, Pastas, Desserts",4.1,538,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=668678,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.5,6.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=7012,mumbai,Powai,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
SNS Mexican Shack,https://www.swiggy.com/dapi/menu/pl?restaurantId=323972,mumbai,Adi Sankaracharya Marg,"Mexican, Salads, Burgers, Tex-Mex, Beverages, Fast Food",4.7,1.3K+,1,0,₹500 for two
Smokin Curries,https://www.swiggy.com/dapi/menu/pl?restaurantId=325145,mumbai,Powai,"Biryani, Indian, Kebabs, Tandoor, Fast Food, Desserts, Beverages",4.5,4.3K+,1,0,₹400 for two
Rasobongo,https://www.swiggy.com/dapi/menu/pl?restaurantId=392233,mumbai,Powai,"Bengali, Sweets, Snacks",4.6,5.5K+,1,0,₹150 for two
Cookie Cartel,https://www.swiggy.com/dapi/menu/pl?restaurantId=941143,mumbai,Powai,"Desserts, Bakery",4.8,31,1,0,₹349 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=39676,mumbai,Powai,Pastas,4.2,18K+,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=668678,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.5,6.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=7012,mumbai,Powai,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Bina's Fresh Batch Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=794904,mumbai,Powai,"Ice Cream, Desserts",4.6,202,1,0,₹800 for two
Joshh - Indian Street Eats,https://www.swiggy.com/dapi/menu/pl?restaurantId=462162,mumbai,Powai,"Indian, North Indian, South Indian, Thalis, Ice Cream, Snacks, Street Food, Chaat, Desserts",4.4,6.1K+,1,0,₹200 for two
Jimis Burger,https://www.swiggy.com/dapi/menu/pl?restaurantId=730411,mumbai,Powai,"Burgers, Fast Food, Beverages",4.6,3.0K+,1,0,₹600 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=621758,mumbai,Powai,"Sweets, Desserts, Snacks",4.6,1.1K+,1,0,₹700 for two
1441 Pizzeria,https://www.swiggy.com/dapi/menu/pl?restaurantId=399206,mumbai,Powai,"Italian, Pizzas, Pastas",4.4,3.7K+,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=693079,mumbai,Powai,Desserts,4.6,5.2K+,1,0,₹400 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=578577,mumbai,IIT main gate Powai,"Bakery, Desserts, Beverages, Snacks",4.6,3.3K+,1,0,₹299 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=254571,mumbai,Chandivali,"Momos, Chinese, fastfood, Asian, Beverages",4.2,4.8K+,1,0,₹300 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=382234,mumbai,Powai,"Burgers, American, Fast Food, Beverages",4.5,4.4K+,1,0,₹600 for two
Thambbi,https://www.swiggy.com/dapi/menu/pl?restaurantId=11224,mumbai,Powai,"South Indian, Punjabi, Snacks, Thalis",4.6,28K+,1,0,₹400 for two
GLOBO Ice Creams Of The World,https://www.swiggy.com/dapi/menu/pl?restaurantId=681223,mumbai,Powai,"Ice Cream, Desserts, Bakery",3,23,1,0,₹150 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=31860,mumbai,Powai,"sandwich, Salads, wrap, Healthy Food",4.5,31K+,1,0,₹350 for two
Suchali's Artisan Bakehouse,https://www.swiggy.com/dapi/menu/pl?restaurantId=679169,mumbai,Powai,"Bakery, Desserts, Beverages",4.7,836,1,0,₹600 for two
Sweet County Cake Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=564691,mumbai,Powai,"Desserts, Bakery, Snacks",4.6,1.2K+,1,0,₹500 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=323509,mumbai,Powai,"Chinese, Asian, Tibetan, Desserts",4.3,8.5K+,1,0,₹300 for two
McDonald's Gourmet Burger Collection,https://www.swiggy.com/dapi/menu/pl?restaurantId=668680,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.8,101,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=812556,mumbai,Powai,"Bakery, Desserts",4.6,781,1,0,₹300 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=39676,mumbai,Powai,Pastas,4.2,18K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=1068306,mumbai,GODREJ URBAN PARK,"Pizzas, Italian, Pastas, Desserts",4.1,538,1,0,₹400 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=668678,mumbai,Saki Vihar Powai,"Burgers, Beverages, Cafe, Desserts",4.5,6.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=7012,mumbai,Powai,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
SNS Mexican Shack,https://www.swiggy.com/dapi/menu/pl?restaurantId=323972,mumbai,Adi Sankaracharya Marg,"Mexican, Salads, Burgers, Tex-Mex, Beverages, Fast Food",4.7,1.3K+,1,0,₹500 for two
Smokin Curries,https://www.swiggy.com/dapi/menu/pl?restaurantId=325145,mumbai,Powai,"Biryani, Indian, Kebabs, Tandoor, Fast Food, Desserts, Beverages",4.5,4.3K+,1,0,₹400 for two
Rasobongo,https://www.swiggy.com/dapi/menu/pl?restaurantId=392233,mumbai,Powai,"Bengali, Sweets, Snacks",4.6,5.5K+,1,0,₹150 for two
Cookie Cartel,https://www.swiggy.com/dapi/menu/pl?restaurantId=941143,mumbai,Powai,"Desserts, Bakery",4.8,31,1,0,₹349 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=63217,mumbai,Malad West,Pizzas,4.2,12K+,1,0,₹300 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23729,mumbai,Malad West,"Burgers, Beverages, Cafe, Desserts",4.4,33K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=24632,mumbai,Malad West,"Burgers, American",4.1,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24477,mumbai,Malad Kan West,"Pizzas, Italian, Pastas, Desserts",4.3,11K+,1,0,₹400 for two
Pishu's - Drink Your Fruit,https://www.swiggy.com/dapi/menu/pl?restaurantId=10773,mumbai,Malad West,"Juices, Beverages, Healthy Food",4.5,18K+,1,0,₹550 for two
Greens Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=6379,mumbai,Malad West,"Chinese, South Indian",4.6,128K+,1,0,₹500 for two
Bina's Fresh Batch Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=689625,mumbai,Malad Kan West,"Desserts, Ice Cream",4.5,251,1,0,₹600 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=351108,mumbai,Malad West,"Ice Cream, Desserts",4.7,1.5K+,1,0,₹120 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=673365,mumbai,Malad West,"Sweets, Desserts, Snacks",4.7,1.0K+,1,0,₹700 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=334050,mumbai,Malad West,"Bakery, Desserts",4.5,9.9K+,1,0,₹400 for two
Jumboking Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=6982,mumbai,Malad West,"American, Mexican, Fast Food, Snacks, Beverages",4.3,8.2K+,1,0,₹200 for two
Barista Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=25638,mumbai,Malad West,"Beverages, Snacks, Desserts",3.4,1.4K+,1,0,₹350 for two
Sweet Bengal,https://www.swiggy.com/dapi/menu/pl?restaurantId=9161,mumbai,Malad West,"Sweets, Indian, Snacks, Desserts",4.7,7.9K+,1,0,₹150 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681483,mumbai,Malad West,"Pizzas, Italian, Desserts",4.5,367,1,0,₹300 for two
Green Cravings,https://www.swiggy.com/dapi/menu/pl?restaurantId=251620,mumbai,CHINCHOLI BUNDER,"Healthy Food, Grill",3.5,1.7K+,1,0,₹250 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=32904,mumbai,Malad West,"Waffle, Desserts, Ice Cream, Beverages",4.2,12K+,1,0,₹200 for two
GetAWay-Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=95091,mumbai,PRATIK PLAZA,"Ice Cream, Desserts, Healthy Food",4.5,776,1,0,₹200 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=332613,mumbai,Malad West,"Biryani, Kebabs, North Indian, Mughlai",4.3,5.3K+,1,0,₹499 for two
Go Zero Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=576011,mumbai,Malad,"Ice Cream, Desserts, Healthy Food",4.7,557,1,0,₹150 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=611611,mumbai,Malad,"Ice Cream, Desserts, Waffle",4.2,217,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=63217,mumbai,Malad West,Pizzas,4.2,12K+,1,0,₹300 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=24632,mumbai,Malad West,"Burgers, American",4.1,19K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23729,mumbai,Malad West,"Burgers, Beverages, Cafe, Desserts",4.4,33K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24477,mumbai,Malad Kan West,"Pizzas, Italian, Pastas, Desserts",4.3,11K+,1,0,₹400 for two
Cremure,https://www.swiggy.com/dapi/menu/pl?restaurantId=586792,mumbai,Malad West,"Bakery, Desserts, Waffle, Beverages",4.6,13K+,1,0,₹200 for two
Pishu's - Drink Your Fruit,https://www.swiggy.com/dapi/menu/pl?restaurantId=10773,mumbai,Malad West,"Juices, Beverages, Healthy Food",4.5,18K+,1,0,₹550 for two
Sandwizzaa- Mumbai's Best Sandwich,https://www.swiggy.com/dapi/menu/pl?restaurantId=1312858,mumbai,Malad Kan West,"Beverages, Fast Food, Cafe",4.6,161,1,0,₹499 for two
Smokin Curries,https://www.swiggy.com/dapi/menu/pl?restaurantId=548411,mumbai,Malad Kan West,"Biryani, Indian, Tandoor, Kebabs, Fast Food, Desserts, Beverages",4.4,2.8K+,1,0,₹500 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=63217,mumbai,Malad West,Pizzas,4.2,12K+,1,0,₹300 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23729,mumbai,Malad West,"Burgers, Beverages, Cafe, Desserts",4.4,33K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=24632,mumbai,Malad West,"Burgers, American",4.1,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24477,mumbai,Malad Kan West,"Pizzas, Italian, Pastas, Desserts",4.3,11K+,1,0,₹400 for two
Pishu's - Drink Your Fruit,https://www.swiggy.com/dapi/menu/pl?restaurantId=10773,mumbai,Malad West,"Juices, Beverages, Healthy Food",4.5,18K+,1,0,₹550 for two
Greens Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=6379,mumbai,Malad West,"Chinese, South Indian",4.6,128K+,1,0,₹500 for two
Bina's Fresh Batch Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=689625,mumbai,Malad Kan West,"Desserts, Ice Cream",4.5,251,1,0,₹600 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=351108,mumbai,Malad West,"Ice Cream, Desserts",4.7,1.5K+,1,0,₹120 for two
Bombay Sweet Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=673365,mumbai,Malad West,"Sweets, Desserts, Snacks",4.7,1.0K+,1,0,₹700 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=334050,mumbai,Malad West,"Bakery, Desserts",4.5,9.9K+,1,0,₹400 for two
Jumboking Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=6982,mumbai,Malad West,"American, Mexican, Fast Food, Snacks, Beverages",4.3,8.2K+,1,0,₹200 for two
Barista Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=25638,mumbai,Malad West,"Beverages, Snacks, Desserts",3.4,1.4K+,1,0,₹350 for two
Sweet Bengal,https://www.swiggy.com/dapi/menu/pl?restaurantId=9161,mumbai,Malad West,"Sweets, Indian, Snacks, Desserts",4.7,7.9K+,1,0,₹150 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681483,mumbai,Malad West,"Pizzas, Italian, Desserts",4.5,367,1,0,₹300 for two
Green Cravings,https://www.swiggy.com/dapi/menu/pl?restaurantId=251620,mumbai,CHINCHOLI BUNDER,"Healthy Food, Grill",3.5,1.7K+,1,0,₹250 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=32904,mumbai,Malad West,"Waffle, Desserts, Ice Cream, Beverages",4.2,12K+,1,0,₹200 for two
GetAWay-Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=95091,mumbai,PRATIK PLAZA,"Ice Cream, Desserts, Healthy Food",4.5,776,1,0,₹200 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=332613,mumbai,Malad West,"Biryani, Kebabs, North Indian, Mughlai",4.3,5.3K+,1,0,₹499 for two
Go Zero Ice Creams & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=576011,mumbai,Malad,"Ice Cream, Desserts, Healthy Food",4.7,557,1,0,₹150 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=611611,mumbai,Malad,"Ice Cream, Desserts, Waffle",4.2,217,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=63217,mumbai,Malad West,Pizzas,4.2,12K+,1,0,₹300 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=24632,mumbai,Malad West,"Burgers, American",4.1,19K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23729,mumbai,Malad West,"Burgers, Beverages, Cafe, Desserts",4.4,33K+,1,0,₹400 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24477,mumbai,Malad Kan West,"Pizzas, Italian, Pastas, Desserts",4.3,11K+,1,0,₹400 for two
Cremure,https://www.swiggy.com/dapi/menu/pl?restaurantId=586792,mumbai,Malad West,"Bakery, Desserts, Waffle, Beverages",4.6,13K+,1,0,₹200 for two
Pishu's - Drink Your Fruit,https://www.swiggy.com/dapi/menu/pl?restaurantId=10773,mumbai,Malad West,"Juices, Beverages, Healthy Food",4.5,18K+,1,0,₹550 for two
Sandwizzaa- Mumbai's Best Sandwich,https://www.swiggy.com/dapi/menu/pl?restaurantId=1312858,mumbai,Malad Kan West,"Beverages, Fast Food, Cafe",4.6,161,1,0,₹499 for two
Greens Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=6379,mumbai,Malad West,"Chinese, South Indian",4.6,128K+,1,0,₹500 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=611682,mumbai,Borivali,Pizzas,4.4,1.8K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23665,mumbai,Borivali West,"Burgers, Beverages, Cafe, Desserts",4.4,43K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=508472,mumbai,Borivali West,"Burgers, Fast Food, Rolls & Wraps",4.3,6.4K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=233325,mumbai,Borivali West,"Burgers, American",4.3,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24521,mumbai,Borivali West,"Pizzas, Italian, Pastas, Desserts",4.3,8.5K+,1,0,₹400 for two
Purshottam Kandoi Haribhai Damodar Mithaiwala,https://www.swiggy.com/dapi/menu/pl?restaurantId=386214,mumbai,Borivali,"Desserts, Sweets, Snacks, Street Food",4.6,4.7K+,1,0,₹300 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=70697,mumbai,Borivali West,"Bakery, Desserts",4.6,14K+,1,0,₹400 for two
La Pino'z Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=698075,mumbai,"Shimpoli,Borivali west","Pizzas, Italian, Pastas, Mexican, Desserts, Beverages, Snacks, Combos, Fast Food",4.2,1.7K+,1,0,₹400 for two
Sweet County Cake Shop,https://www.swiggy.com/dapi/menu/pl?restaurantId=564702,mumbai,Borivali West,"Bakery, Cakes & Pastries, Desserts, Cakes",4.5,938,1,0,₹500 for two
Blue Tokai Coffee Roasters,https://www.swiggy.com/dapi/menu/pl?restaurantId=737990,mumbai,Borivali,"Cafe, Coffee, Beverages",4.6,482,1,0,₹600 for two
Good Flippin' Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=555018,mumbai,Borivali West,"Burgers, American, Fast Food, Beverages",4.6,3.3K+,1,0,₹600 for two
Bakingo-Cakes & Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=600668,mumbai,Kandivali West,"Bakery, Desserts, Beverages, Snacks",4.6,3.2K+,1,0,₹299 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=31848,mumbai,Borivali West,"Waffle, Desserts, Ice Cream, Beverages",4.6,10K+,1,0,₹200 for two
Suchali's Artisan Bakehouse,https://www.swiggy.com/dapi/menu/pl?restaurantId=823424,mumbai,Borivali,"Bakery, Desserts, Beverages",4.5,220,1,0,₹600 for two
Charcoal Eats - Biryani & Beyond,https://www.swiggy.com/dapi/menu/pl?restaurantId=332609,mumbai,NEHRU GARDEN,"Biryani, Kebabs, North Indian, Mughlai",4.3,4.7K+,1,0,₹499 for two
Nothing But Chicken,https://www.swiggy.com/dapi/menu/pl?restaurantId=66916,mumbai,Borivali West,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",4.6,6.0K+,1,0,₹400 for two
Barista Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=818845,mumbai,Borivali,"Beverages, Snacks, Desserts",4.2,274,1,0,₹350 for two
Gourmet Ice Cream Cakes by Baskin Robbins,https://www.swiggy.com/dapi/menu/pl?restaurantId=375620,mumbai,Borivali,"Ice Cream Cakes, Desserts, Ice Cream, Bakery",4.6,13,1,0,₹250 for two
Jumboking Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=12352,mumbai,Borivali West,"American, Mexican, Fast Food, Snacks, Beverages",4.3,9.4K+,1,0,₹200 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=395001,mumbai,Borivali West,"Chinese, Asian, Tibetan, Desserts",4.3,6.3K+,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=611682,mumbai,Borivali,Pizzas,4.4,1.8K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23665,mumbai,Borivali West,"Burgers, Beverages, Cafe, Desserts",4.4,43K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=508472,mumbai,Borivali West,"Burgers, Fast Food, Rolls & Wraps",4.3,6.4K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=233325,mumbai,Borivali West,"Burgers, American",4.3,19K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24521,mumbai,Borivali West,"Pizzas, Italian, Pastas, Desserts",4.3,8.5K+,1,0,₹400 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=70697,mumbai,Borivali West,"Bakery, Desserts",4.6,14K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=42429,mumbai,Borivali West,"sandwich, Salads, wrap, Healthy Food",4.3,23K+,1,0,₹350 for two
Gupta Bhelpuri And Sandwich Corner,https://www.swiggy.com/dapi/menu/pl?restaurantId=159039,mumbai,Borivali West,Fast Food,4.3,8.4K+,1,0,₹200 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=611682,mumbai,Borivali,Pizzas,4.4,1.8K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=23665,mumbai,Borivali West,"Burgers, Beverages, Cafe, Desserts",4.4,43K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=508472,mumbai,Borivali West,"Burgers, Fast Food, Rolls & Wraps",4.3,6.4K+,1,0,₹400 for two
